date,prcp,tavg,tmax,tmin
1980-06-20,0.35,78.0,95.0,65.0
1980-06-21,0.0,74.0,83.0,65.0
1980-06-22,0.96,74.0,83.0,64.0
1980-06-23,0.0,81.0,90.0,70.0
1980-06-24,0.0,79.0,88.0,72.0
1980-06-25,0.0,77.0,87.0,71.0
1980-06-26,0.0,80.0,93.0,68.0
1980-06-27,0.0,82.0,94.0,74.0
1980-06-28,0.0,78.0,85.0,71.0
1980-06-29,1.11,74.0,82.0,72.0
1980-06-30,0.0,78.0,88.0,69.0
1980-07-01,0.0,74.0,81.0,72.0
1980-07-02,0.0,77.0,85.0,71.0
1980-07-03,0.02,79.0,85.0,73.0
1980-07-04,0.26,78.0,88.0,70.0
1980-07-05,0.03,77.0,91.0,64.0
1980-07-06,0.0,78.0,89.0,67.0
1980-07-07,0.0,80.0,92.0,65.0
1980-07-08,0.0,80.0,92.0,70.0
1980-07-09,0.0,83.0,95.0,72.0
1980-07-10,0.0,81.0,93.0,75.0
1980-07-11,0.0,82.0,90.0,72.0
1980-07-12,0.0,82.0,91.0,73.0
1980-07-13,0.0,77.0,83.0,73.0
1980-07-14,0.0,79.0,92.0,65.0
1980-07-15,0.24,78.0,84.0,72.0
1980-07-16,0.01,77.0,87.0,69.0
1980-07-17,0.0,77.0,84.0,71.0
1980-07-18,0.0,81.0,89.0,75.0
1980-07-19,0.01,81.0,90.0,74.0
1980-07-20,0.07,79.0,88.0,70.0
1980-07-21,0.3,78.0,88.0,70.0
1980-07-22,0.0,82.0,91.0,74.0
1980-07-23,0.0,81.0,92.0,71.0
1980-07-24,0.27,78.0,83.0,73.0
1980-07-25,0.0,80.0,94.0,70.0
1980-07-26,0.0,80.0,92.0,68.0
1980-07-27,0.0,78.0,84.0,73.0
1980-07-28,0.0,79.0,87.0,71.0
1980-07-29,0.0,79.0,86.0,72.0
1980-07-30,0.0,80.0,89.0,71.0
1980-07-31,0.0,82.0,91.0,72.0
1980-08-01,0.0,80.0,89.0,72.0
1980-08-02,0.0,78.0,87.0,73.0
1980-08-03,0.05,75.0,81.0,73.0
1980-08-04,0.01,76.0,84.0,69.0
1980-08-05,0.0,76.0,86.0,69.0
1980-08-06,0.0,77.0,87.0,70.0
1980-08-07,0.0,76.0,87.0,68.0
1980-08-08,0.0,76.0,88.0,68.0
1980-08-09,0.0,74.0,85.0,67.0
1980-08-10,0.1,72.0,79.0,69.0
1980-08-11,0.35,72.0,78.0,69.0
1980-08-12,0.09,72.0,81.0,65.0
1980-08-13,0.0,74.0,84.0,66.0
1980-08-14,0.0,74.0,84.0,69.0
1980-08-15,0.19,73.0,86.0,67.0
1980-08-16,0.48,73.0,81.0,67.0
1980-08-17,1.3,74.0,81.0,68.0
1980-08-18,0.0,75.0,84.0,67.0
1980-08-19,0.0,74.0,85.0,66.0
1980-08-20,0.0,75.0,87.0,64.0
1980-08-21,0.0,76.0,87.0,64.0
1980-08-22,0.0,76.0,87.0,65.0
1980-08-23,0.0,78.0,90.0,70.0
1980-08-24,0.0,75.0,84.0,71.0
1980-08-25,0.0,75.0,84.0,69.0
1980-08-26,0.01,74.0,84.0,65.0
1980-08-27,0.39,73.0,77.0,71.0
1980-08-28,0.86,67.0,72.0,65.0
1980-08-29,0.03,71.0,80.0,65.0
1980-08-30,0.0,74.0,84.0,63.0
1980-08-31,0.0,74.0,85.0,64.0
1980-09-01,0.36,66.0,75.0,61.0
1980-09-02,0.0,71.0,82.0,58.0
1980-09-03,0.0,72.0,81.0,61.0
1980-09-04,0.03,71.0,82.0,65.0
1980-09-05,0.0,69.0,85.0,54.0
1980-09-06,0.0,71.0,81.0,60.0
1980-09-07,0.0,70.0,79.0,61.0
1980-09-08,0.0,67.0,81.0,53.0
1980-09-09,0.0,66.0,78.0,56.0
1980-09-10,0.0,66.0,80.0,54.0
1980-09-11,0.0,69.0,86.0,58.0
1980-09-12,0.0,70.0,81.0,59.0
1980-09-13,0.0,68.0,81.0,53.0
1980-09-14,0.55,63.0,68.0,61.0
1980-09-15,0.08,65.0,74.0,60.0
1980-09-16,0.0,63.0,79.0,48.0
1980-09-17,0.0,64.0,82.0,48.0
1980-09-18,0.0,65.0,81.0,48.0
1980-09-19,0.0,64.0,75.0,55.0
1980-09-20,0.0,60.0,70.0,46.0
1980-09-21,0.0,60.0,68.0,54.0
1980-09-22,0.0,57.0,69.0,48.0
1980-09-23,0.0,59.0,78.0,40.0
1980-09-24,0.0,62.0,80.0,47.0
1980-09-25,0.02,59.0,63.0,55.0
1980-09-26,0.0,61.0,74.0,50.0
1980-09-27,0.0,63.0,78.0,50.0
1980-09-28,0.0,65.0,78.0,56.0
1980-09-29,0.01,60.0,69.0,56.0
1980-09-30,0.0,58.0,72.0,47.0
1980-10-01,0.0,65.0,78.0,56.0
1980-10-02,0.0,65.0,78.0,56.0
1980-10-03,0.0,65.0,78.0,53.0
1980-10-04,0.0,66.0,77.0,55.0
1980-10-05,0.0,64.0,77.0,54.0
1980-10-06,0.0,65.0,78.0,53.0
1980-10-07,0.0,65.0,78.0,55.0
1980-10-08,0.0,53.0,64.0,43.0
1980-10-09,0.0,55.0,64.0,44.0
1980-10-10,0.2,55.0,58.0,51.0
1980-10-11,0.0,54.0,58.0,50.0
1980-10-12,0.16,50.0,52.0,48.0
1980-10-13,0.0,52.0,64.0,40.0
1980-10-14,0.0,49.0,66.0,38.0
1980-10-15,0.0,55.0,67.0,46.0
1980-10-16,0.0,55.0,65.0,47.0
1980-10-17,0.0,55.0,64.0,48.0
1980-10-18,0.0,51.0,66.0,41.0
1980-10-19,0.0,53.0,64.0,47.0
1980-10-20,0.0,46.0,56.0,36.0
1980-10-21,0.0,44.0,56.0,35.0
1980-10-22,0.0,45.0,56.0,37.0
1980-10-23,0.0,52.0,58.0,47.0
1980-10-24,0.98,48.0,54.0,42.0
1980-10-25,0.0,42.0,48.0,35.0
1980-10-26,0.0,42.0,53.0,35.0
1980-10-27,0.0,41.0,55.0,31.0
1980-10-28,0.0,43.0,55.0,33.0
1980-10-29,0.0,45.0,62.0,30.0
1980-10-30,0.0,47.0,58.0,41.0
1980-10-31,0.0,44.0,59.0,32.0
1980-11-01,0.0,50.0,62.0,39.0
1980-11-02,0.0,46.0,64.0,33.0
1980-11-03,0.0,43.0,58.0,32.0
1980-11-04,0.0,44.0,62.0,32.0
1980-11-05,0.0,51.0,68.0,36.0
1980-11-06,0.0,52.0,67.0,39.0
1980-11-07,0.0,44.0,58.0,36.0
1980-11-08,0.0,37.0,47.0,27.0
1980-11-09,0.0,37.0,52.0,25.0
1980-11-10,0.0,44.0,60.0,31.0
1980-11-11,0.0,44.0,48.0,38.0
1980-11-12,0.0,41.0,47.0,36.0
1980-11-13,0.0,35.0,47.0,26.0
1980-11-14,0.0,38.0,53.0,28.0
1980-11-15,0.0,40.0,52.0,32.0
1980-11-16,0.0,40.0,51.0,33.0
1980-11-17,0.0,42.0,53.0,33.0
1980-11-18,0.0,46.0,49.0,44.0
1980-11-19,0.0,48.0,52.0,46.0
1980-11-20,0.0,47.0,53.0,45.0
1980-11-21,0.0,47.0,53.0,44.0
1980-11-22,0.0,42.0,47.0,38.0
1980-11-23,0.0,46.0,52.0,37.0
1980-11-24,0.0,42.0,51.0,34.0
1980-11-25,0.0,40.0,54.0,31.0
1980-11-26,0.0,37.0,45.0,31.0
1980-11-27,0.0,40.0,56.0,29.0
1980-11-28,0.0,39.0,55.0,28.0
1980-11-29,0.0,43.0,56.0,29.0
1980-11-30,0.0,42.0,53.0,33.0
1980-12-01,0.0,37.0,49.0,29.0
1980-12-02,0.0,33.0,40.0,27.0
1980-12-03,0.0,22.0,35.0,17.0
1980-12-04,0.0,22.0,33.0,15.0
1980-12-05,0.0,27.0,43.0,17.0
1980-12-06,0.0,36.0,47.0,24.0
1980-12-07,0.0,33.0,44.0,22.0
1980-12-08,0.11,26.0,37.0,20.0
1980-12-09,0.0,27.0,41.0,15.0
1980-12-10,0.0,31.0,44.0,23.0
1980-12-11,0.03,27.0,34.0,23.0
1980-12-12,0.0,19.0,27.0,15.0
1980-12-13,0.0,18.0,28.0,11.0
1980-12-14,0.0,22.0,36.0,11.0
1980-12-15,0.0,23.0,33.0,15.0
1980-12-16,0.0,23.0,36.0,14.0
1980-12-17,0.0,23.0,34.0,15.0
1980-12-18,0.0,32.0,42.0,23.0
1980-12-19,0.0,33.0,45.0,21.0
1980-12-20,0.0,27.0,36.0,18.0
1980-12-21,0.0,26.0,34.0,19.0
1980-12-22,0.0,31.0,35.0,24.0
1980-12-23,0.0,25.0,35.0,20.0
1980-12-24,0.0,23.0,35.0,12.0
1980-12-25,0.0,23.0,30.0,20.0
1980-12-26,0.0,19.0,28.0,9.0
1980-12-27,0.0,18.0,26.0,12.0
1980-12-28,0.0,17.0,30.0,8.0
1980-12-29,0.0,15.0,25.0,9.0
1980-12-30,0.0,16.0,30.0,6.0
1980-12-31,0.0,22.0,30.0,14.0
1981-01-01,0.0,23.0,29.0,18.0
1981-01-02,0.0,19.0,26.0,12.0
1981-01-03,0.0,15.0,22.0,8.0
1981-01-04,0.0,17.0,31.0,7.0
1981-01-05,0.0,21.0,34.0,10.0
1981-01-06,0.0,27.0,41.0,16.0
1981-01-07,0.0,25.0,39.0,13.0
1981-01-08,0.0,31.0,45.0,16.0
1981-01-09,0.0,31.0,37.0,26.0
1981-01-10,0.0,29.0,35.0,22.0
1981-01-11,0.0,32.0,46.0,24.0
1981-01-12,0.0,28.0,36.0,19.0
1981-01-13,0.0,25.0,35.0,18.0
1981-01-14,0.03,24.0,29.0,21.0
1981-01-15,0.0,20.0,32.0,14.0
1981-01-16,0.0,24.0,33.0,17.0
1981-01-17,0.0,25.0,31.0,18.0
1981-01-18,0.0,24.0,31.0,19.0
1981-01-19,0.0,20.0,29.0,14.0
1981-01-20,0.0,20.0,33.0,14.0
1981-01-21,0.0,21.0,29.0,13.0
1981-01-22,0.0,20.0,28.0,12.0
1981-01-23,0.0,26.0,32.0,22.0
1981-01-24,0.0,22.0,28.0,17.0
1981-01-25,0.0,17.0,24.0,14.0
1981-01-26,0.0,18.0,30.0,10.0
1981-01-27,0.0,19.0,35.0,8.0
1981-01-28,0.0,24.0,37.0,12.0
1981-01-29,0.0,23.0,32.0,14.0
1981-01-30,0.0,24.0,36.0,14.0
1981-01-31,0.0,28.0,38.0,19.0
1981-02-01,0.0,32.0,42.0,22.0
1981-02-02,0.0,34.0,41.0,27.0
1981-02-03,0.0,25.0,36.0,15.0
1981-02-04,0.0,22.0,35.0,14.0
1981-02-05,0.0,28.0,48.0,13.0
1981-02-06,0.0,29.0,40.0,20.0
1981-02-07,0.0,29.0,45.0,17.0
1981-02-08,0.0,33.0,45.0,22.0
1981-02-09,0.0,35.0,44.0,24.0
1981-02-10,0.0,39.0,49.0,30.0
1981-02-11,0.0,35.0,51.0,20.0
1981-02-12,0.0,41.0,56.0,26.0
1981-02-13,0.0,35.0,45.0,25.0
1981-02-14,0.0,36.0,46.0,27.0
1981-02-15,0.0,33.0,40.0,26.0
1981-02-16,0.0,32.0,40.0,23.0
1981-02-17,0.0,28.0,36.0,19.0
1981-02-18,0.0,34.0,41.0,28.0
1981-02-19,0.07,28.0,33.0,23.0
1981-02-20,0.0,28.0,36.0,21.0
1981-02-21,0.0,26.0,37.0,19.0
1981-02-22,0.0,33.0,36.0,27.0
1981-02-23,0.02,29.0,33.0,27.0
1981-02-24,0.0,20.0,29.0,18.0
1981-02-25,0.0,17.0,22.0,12.0
1981-02-26,0.0,17.0,29.0,7.0
1981-02-27,0.0,21.0,30.0,12.0
1981-02-28,0.0,28.0,39.0,20.0
1981-03-01,0.0,32.0,45.0,19.0
1981-03-02,0.0,33.0,43.0,24.0
1981-03-03,0.0,41.0,58.0,27.0
1981-03-04,0.0,40.0,51.0,28.0
1981-03-05,0.0,41.0,47.0,29.0
1981-03-06,0.0,39.0,55.0,20.0
1981-03-07,0.0,38.0,58.0,30.0
1981-03-08,0.0,32.0,40.0,25.0
1981-03-09,0.0,39.0,49.0,27.0
1981-03-10,0.0,41.0,55.0,27.0
1981-03-11,0.0,44.0,58.0,32.0
1981-03-12,0.0,47.0,63.0,37.0
1981-03-13,0.0,46.0,53.0,43.0
1981-03-14,0.0,49.0,56.0,43.0
1981-03-15,0.0,49.0,63.0,33.0
1981-03-16,0.0,51.0,70.0,33.0
1981-03-17,0.0,53.0,72.0,35.0
1981-03-18,0.0,56.0,72.0,43.0
1981-03-19,0.0,55.0,70.0,46.0
1981-03-20,0.0,49.0,57.0,44.0
1981-03-21,0.0,46.0,59.0,34.0
1981-03-22,0.0,51.0,62.0,40.0
1981-03-23,0.0,51.0,56.0,46.0
1981-03-24,0.09,49.0,58.0,42.0
1981-03-25,0.0,47.0,54.0,43.0
1981-03-26,0.0,45.0,54.0,36.0
1981-03-27,0.0,43.0,56.0,34.0
1981-03-28,0.0,52.0,63.0,35.0
1981-03-29,0.0,49.0,57.0,40.0
1981-03-30,0.0,44.0,52.0,39.0
1981-03-31,0.04,42.0,44.0,40.0
1981-04-01,0.0,48.0,57.0,38.0
1981-04-02,0.0,51.0,65.0,35.0
1981-04-03,0.0,53.0,64.0,42.0
1981-04-04,0.0,55.0,67.0,46.0
1981-04-05,0.0,58.0,75.0,44.0
1981-04-06,0.0,62.0,71.0,53.0
1981-04-07,0.0,59.0,72.0,47.0
1981-04-08,0.0,58.0,65.0,53.0
1981-04-09,0.01,61.0,73.0,52.0
1981-04-10,0.0,63.0,74.0,51.0
1981-04-11,0.0,57.0,67.0,53.0
1981-04-12,0.0,53.0,63.0,41.0
1981-04-13,0.0,58.0,71.0,40.0
1981-04-14,0.15,49.0,62.0,47.0
1981-04-15,0.0,49.0,55.0,43.0
1981-04-16,0.0,60.0,77.0,40.0
1981-04-17,0.0,66.0,80.0,48.0
1981-04-18,0.0,63.0,72.0,59.0
1981-04-19,0.0,63.0,74.0,52.0
1981-04-20,0.0,64.0,78.0,45.0
1981-04-21,0.0,67.0,81.0,49.0
1981-04-22,0.0,69.0,85.0,52.0
1981-04-23,0.0,64.0,77.0,60.0
1981-04-24,0.0,64.0,74.0,49.0
1981-04-25,0.0,72.0,84.0,56.0
1981-04-26,0.0,75.0,90.0,53.0
1981-04-27,0.01,65.0,79.0,57.0
1981-04-28,0.25,57.0,65.0,50.0
1981-04-29,0.0,68.0,80.0,54.0
1981-04-30,0.0,72.0,89.0,55.0
1981-05-01,0.01,69.0,79.0,62.0
1981-05-02,0.05,55.0,63.0,50.0
1981-05-03,0.0,58.0,66.0,47.0
1981-05-04,0.0,68.0,80.0,50.0
1981-05-05,0.0,68.0,86.0,54.0
1981-05-06,0.0,70.0,84.0,59.0
1981-05-07,0.0,72.0,85.0,59.0
1981-05-08,0.0,72.0,79.0,62.0
1981-05-09,0.0,63.0,74.0,59.0
1981-05-10,0.0,60.0,68.0,49.0
1981-05-11,0.0,64.0,73.0,53.0
1981-05-12,0.0,67.0,79.0,48.0
1981-05-13,0.0,70.0,86.0,51.0
1981-05-14,0.0,72.0,80.0,64.0
1981-05-15,0.24,61.0,69.0,54.0
1981-05-16,0.07,63.0,72.0,50.0
1981-05-17,0.12,58.0,66.0,55.0
1981-05-18,0.0,67.0,80.0,50.0
1981-05-19,0.0,70.0,82.0,56.0
1981-05-20,0.0,70.0,83.0,58.0
1981-05-21,0.0,73.0,88.0,55.0
1981-05-22,0.0,77.0,92.0,58.0
1981-05-23,0.0,80.0,95.0,60.0
1981-05-24,0.0,76.0,86.0,66.0
1981-05-25,0.0,74.0,85.0,63.0
1981-05-26,0.0,77.0,85.0,65.0
1981-05-27,0.06,69.0,79.0,59.0
1981-05-28,0.0,73.0,88.0,52.0
1981-05-29,0.0,77.0,88.0,59.0
1981-05-30,0.0,72.0,84.0,62.0
1981-05-31,0.0,71.0,81.0,59.0
1981-06-01,0.0,71.0,81.0,59.0
1981-06-02,0.0,67.0,78.0,55.0
1981-06-03,0.0,72.0,86.0,58.0
1981-06-04,0.0,78.0,89.0,66.0
1981-06-05,0.0,79.0,93.0,65.0
1981-06-06,0.0,86.0,101.0,66.0
1981-06-07,0.0,84.0,97.0,72.0
1981-06-08,0.0,82.0,91.0,74.0
1981-06-09,0.0,74.0,83.0,70.0
1981-06-10,0.04,66.0,75.0,63.0
1981-06-11,0.0,74.0,87.0,58.0
1981-06-12,0.0,80.0,91.0,68.0
1981-06-13,0.0,80.0,88.0,71.0
1981-06-14,0.0,81.0,92.0,68.0
1981-06-15,0.01,75.0,85.0,71.0
1981-06-16,0.0,80.0,94.0,68.0
1981-06-17,0.05,78.0,87.0,73.0
1981-06-18,0.0,75.0,81.0,71.0
1981-06-19,0.0,77.0,87.0,69.0
1981-06-20,0.39,72.0,81.0,69.0
1981-06-21,0.11,77.0,89.0,67.0
1981-06-22,0.0,78.0,88.0,68.0
1981-06-23,0.0,82.0,95.0,62.0
1981-06-24,0.0,82.0,94.0,71.0
1981-06-25,0.09,76.0,85.0,69.0
1981-06-26,0.07,74.0,83.0,67.0
1981-06-27,0.0,82.0,92.0,70.0
1981-06-28,0.0,82.0,95.0,69.0
1981-06-29,0.0,83.0,97.0,71.0
1981-06-30,0.0,81.0,91.0,73.0
1981-07-01,0.0,77.0,86.0,67.0
1981-07-02,0.0,81.0,89.0,73.0
1981-07-03,1.98,76.0,86.0,72.0
1981-07-04,2.35,78.0,87.0,71.0
1981-07-05,0.0,85.0,95.0,76.0
1981-07-06,0.0,83.0,90.0,71.0
1981-07-07,1.18,74.0,84.0,70.0
1981-07-08,0.02,79.0,88.0,71.0
1981-07-09,0.0,82.0,93.0,68.0
1981-07-10,0.0,82.0,93.0,71.0
1981-07-11,0.0,82.0,91.0,72.0
1981-07-12,0.0,82.0,90.0,72.0
1981-07-13,0.0,81.0,91.0,73.0
1981-07-14,0.83,78.0,85.0,72.0
1981-07-15,0.0,76.0,79.0,74.0
1981-07-16,0.0,78.0,85.0,73.0
1981-07-17,0.01,79.0,84.0,75.0
1981-07-18,0.0,85.0,93.0,78.0
1981-07-19,0.11,85.0,92.0,77.0
1981-07-20,0.12,88.0,95.0,81.0
1981-07-21,0.0,89.0,95.0,81.0
1981-07-22,0.0,87.0,95.0,81.0
1981-07-23,0.0,86.0,95.0,78.0
1981-07-24,0.03,83.0,93.0,76.0
1981-07-25,0.04,80.0,84.0,75.0
1981-07-26,0.0,82.0,91.0,76.0
1981-07-27,0.05,83.0,89.0,76.0
1981-07-28,0.0,85.0,94.0,74.0
1981-07-29,0.0,86.0,94.0,80.0
1981-07-30,0.0,87.0,94.0,80.0
1981-07-31,0.0,85.0,91.0,79.0
1981-08-01,0.13,86.0,94.0,78.0
1981-08-02,0.0,88.0,94.0,81.0
1981-08-03,2.03,75.0,91.0,71.0
1981-08-04,0.0,78.0,85.0,72.0
1981-08-05,0.59,70.0,80.0,65.0
1981-08-06,0.34,63.0,66.0,61.0
1981-08-07,0.0,69.0,75.0,63.0
1981-08-08,0.0,75.0,88.0,64.0
1981-08-09,0.0,75.0,81.0,66.0
1981-08-10,0.07,75.0,86.0,67.0
1981-08-11,0.0,77.0,87.0,67.0
1981-08-12,0.0,78.0,87.0,67.0
1981-08-13,0.1,75.0,84.0,66.0
1981-08-14,0.26,78.0,85.0,72.0
1981-08-15,0.07,76.0,81.0,72.0
1981-08-16,0.34,75.0,81.0,71.0
1981-08-17,0.0,80.0,92.0,69.0
1981-08-18,0.0,81.0,92.0,68.0
1981-08-19,0.0,79.0,88.0,70.0
1981-08-20,0.03,79.0,90.0,71.0
1981-08-21,0.0,80.0,92.0,69.0
1981-08-22,0.0,80.0,92.0,67.0
1981-08-23,0.0,79.0,87.0,69.0
1981-08-24,0.07,72.0,81.0,70.0
1981-08-25,0.0,75.0,84.0,69.0
1981-08-26,0.0,76.0,89.0,60.0
1981-08-27,0.0,76.0,88.0,63.0
1981-08-28,0.0,73.0,80.0,69.0
1981-08-29,0.0,76.0,86.0,66.0
1981-08-30,0.0,78.0,89.0,67.0
1981-08-31,0.0,79.0,87.0,71.0
1981-09-01,0.33,75.0,84.0,69.0
1981-09-02,0.0,74.0,81.0,68.0
1981-09-03,0.35,71.0,76.0,69.0
1981-09-04,0.0,73.0,85.0,63.0
1981-09-05,0.0,74.0,86.0,63.0
1981-09-06,0.0,74.0,85.0,67.0
1981-09-07,0.02,70.0,77.0,67.0
1981-09-08,0.0,70.0,80.0,60.0
1981-09-09,0.0,67.0,74.0,62.0
1981-09-10,0.0,68.0,80.0,55.0
1981-09-11,0.0,69.0,78.0,62.0
1981-09-12,0.0,66.0,78.0,51.0
1981-09-13,0.0,67.0,78.0,53.0
1981-09-14,0.04,66.0,81.0,55.0
1981-09-15,0.02,66.0,77.0,58.0
1981-09-16,0.01,70.0,82.0,58.0
1981-09-17,0.0,71.0,82.0,60.0
1981-09-18,0.91,69.0,80.0,62.0
1981-09-19,0.0,68.0,76.0,62.0
1981-09-20,0.0,73.0,83.0,65.0
1981-09-21,0.0,72.0,83.0,66.0
1981-09-22,0.11,72.0,81.0,62.0
1981-09-23,0.0,71.0,75.0,67.0
1981-09-24,0.0,71.0,83.0,61.0
1981-09-25,0.0,74.0,87.0,63.0
1981-09-26,0.0,71.0,83.0,59.0
1981-09-27,0.11,60.0,75.0,53.0
1981-09-28,0.0,53.0,60.0,45.0
1981-09-29,0.0,54.0,65.0,45.0
1981-09-30,0.0,57.0,72.0,46.0
1981-10-01,0.0,62.0,73.0,53.0
1981-10-02,0.0,58.0,69.0,48.0
1981-10-03,0.0,58.0,71.0,48.0
1981-10-04,0.1,60.0,72.0,54.0
1981-10-05,0.0,60.0,74.0,44.0
1981-10-06,0.0,62.0,78.0,47.0
1981-10-07,0.0,61.0,74.0,50.0
1981-10-08,0.0,47.0,63.0,40.0
1981-10-09,0.0,55.0,69.0,44.0
1981-10-10,0.0,55.0,72.0,39.0
1981-10-11,0.0,54.0,72.0,37.0
1981-10-12,0.07,57.0,70.0,48.0
1981-10-13,0.0,52.0,64.0,44.0
1981-10-14,0.0,51.0,64.0,36.0
1981-10-15,0.0,54.0,69.0,38.0
1981-10-16,0.0,58.0,71.0,42.0
1981-10-17,0.0,59.0,68.0,53.0
1981-10-18,0.0,53.0,59.0,48.0
1981-10-19,0.06,52.0,55.0,49.0
1981-10-20,0.0,52.0,61.0,44.0
1981-10-21,0.36,50.0,57.0,43.0
1981-10-22,0.0,40.0,45.0,35.0
1981-10-23,0.0,43.0,53.0,33.0
1981-10-24,0.0,48.0,54.0,40.0
1981-10-25,0.0,45.0,60.0,31.0
1981-10-26,0.0,43.0,55.0,32.0
1981-10-27,0.0,49.0,57.0,40.0
1981-10-28,0.0,51.0,57.0,41.0
1981-10-29,0.0,48.0,63.0,32.0
1981-10-30,0.0,47.0,58.0,39.0
1981-10-31,0.0,41.0,49.0,31.0
1981-11-01,0.0,37.0,44.0,28.0
1981-11-02,0.09,41.0,50.0,34.0
1981-11-03,0.0,38.0,47.0,33.0
1981-11-04,0.0,36.0,45.0,27.0
1981-11-05,0.0,37.0,43.0,34.0
1981-11-06,0.0,33.0,41.0,25.0
1981-11-07,0.0,32.0,39.0,26.0
1981-11-08,0.0,34.0,46.0,25.0
1981-11-09,0.0,36.0,48.0,26.0
1981-11-10,0.0,40.0,56.0,28.0
1981-11-11,0.0,43.0,55.0,31.0
1981-11-12,0.0,43.0,60.0,28.0
1981-11-13,0.0,44.0,54.0,33.0
1981-11-14,0.0,41.0,53.0,28.0
1981-11-15,0.0,49.0,59.0,42.0
1981-11-16,0.09,36.0,51.0,30.0
1981-11-17,0.0,30.0,38.0,21.0
1981-11-18,0.0,32.0,43.0,24.0
1981-11-19,0.0,35.0,46.0,26.0
1981-11-20,0.0,41.0,53.0,34.0
1981-11-21,0.0,39.0,49.0,31.0
1981-11-22,0.0,40.0,43.0,36.0
1981-11-23,0.0,38.0,44.0,33.0
1981-11-24,0.0,33.0,41.0,28.0
1981-11-25,0.03,30.0,34.0,25.0
1981-11-26,0.0,31.0,40.0,23.0
1981-11-27,0.0,31.0,40.0,25.0
1981-11-28,0.0,29.0,38.0,19.0
1981-11-29,0.0,31.0,39.0,23.0
1981-11-30,0.0,26.0,35.0,22.0
1981-12-01,0.0,20.0,27.0,15.0
1981-12-02,0.0,21.0,31.0,10.0
1981-12-03,0.0,22.0,31.0,12.0
1981-12-04,0.0,30.0,43.0,20.0
1981-12-05,0.0,29.0,40.0,18.0
1981-12-06,0.0,34.0,44.0,22.0
1981-12-07,0.0,36.0,51.0,25.0
1981-12-08,0.0,39.0,50.0,29.0
1981-12-09,0.0,38.0,49.0,32.0
1981-12-10,0.0,34.0,49.0,22.0
1981-12-11,0.0,42.0,49.0,33.0
1981-12-12,0.0,36.0,44.0,29.0
1981-12-13,0.0,35.0,46.0,29.0
1981-12-14,0.0,31.0,39.0,23.0
1981-12-15,0.0,26.0,33.0,20.0
1981-12-16,0.0,26.0,33.0,20.0
1981-12-17,0.04,29.0,31.0,24.0
1981-12-18,0.0,24.0,29.0,22.0
1981-12-19,0.0,30.0,40.0,22.0
1981-12-20,0.0,37.0,47.0,29.0
1981-12-21,0.0,31.0,48.0,20.0
1981-12-22,0.0,38.0,45.0,28.0
1981-12-23,0.0,32.0,41.0,27.0
1981-12-24,0.0,24.0,29.0,18.0
1981-12-25,0.0,28.0,40.0,17.0
1981-12-26,0.0,26.0,36.0,18.0
1981-12-27,0.0,31.0,44.0,20.0
1981-12-28,0.0,26.0,32.0,24.0
1981-12-29,0.0,19.0,28.0,14.0
1981-12-30,0.0,19.0,33.0,9.0
1981-12-31,0.0,26.0,32.0,17.0
1982-01-01,0.0,21.0,33.0,14.0
1982-01-02,0.0,20.0,29.0,12.0
1982-01-03,0.06,30.0,43.0,21.0
1982-01-04,0.0,31.0,38.0,26.0
1982-01-05,0.0,22.0,30.0,16.0
1982-01-06,0.0,26.0,33.0,19.0
1982-01-07,0.0,19.0,23.0,15.0
1982-01-08,0.0,22.0,36.0,12.0
1982-01-09,0.0,29.0,44.0,19.0
1982-01-10,0.0,28.0,40.0,19.0
1982-01-11,0.0,28.0,36.0,17.0
1982-01-12,0.0,14.0,23.0,6.0
1982-01-13,0.0,17.0,26.0,10.0
1982-01-14,0.0,19.0,29.0,9.0
1982-01-15,0.0,20.0,27.0,16.0
1982-01-16,0.0,21.0,31.0,14.0
1982-01-17,0.0,20.0,26.0,15.0
1982-01-18,0.0,20.0,31.0,12.0
1982-01-19,0.0,22.0,36.0,12.0
1982-01-20,0.0,26.0,43.0,12.0
1982-01-21,0.0,29.0,46.0,17.0
1982-01-22,0.0,29.0,40.0,22.0
1982-01-23,0.0,26.0,36.0,19.0
1982-01-24,0.0,29.0,41.0,20.0
1982-01-25,0.0,31.0,41.0,24.0
1982-01-26,0.0,33.0,40.0,26.0
1982-01-27,0.0,24.0,31.0,18.0
1982-01-28,0.0,21.0,33.0,15.0
1982-01-29,0.0,22.0,32.0,13.0
1982-01-30,0.0,24.0,36.0,12.0
1982-01-31,0.0,28.0,44.0,15.0
1982-02-01,0.0,27.0,39.0,20.0
1982-02-02,0.0,26.0,40.0,14.0
1982-02-03,0.0,27.0,34.0,24.0
1982-02-04,0.0,25.0,34.0,19.0
1982-02-05,0.0,29.0,39.0,16.0
1982-02-06,0.0,25.0,33.0,17.0
1982-02-07,0.0,23.0,33.0,17.0
1982-02-08,0.0,26.0,40.0,13.0
1982-02-09,0.0,31.0,46.0,16.0
1982-02-10,0.0,30.0,45.0,19.0
1982-02-11,0.0,34.0,52.0,18.0
1982-02-12,0.0,34.0,51.0,23.0
1982-02-13,0.0,31.0,43.0,20.0
1982-02-14,0.0,29.0,43.0,19.0
1982-02-15,0.0,32.0,45.0,23.0
1982-02-16,0.0,33.0,42.0,27.0
