city,date,tmax,tmin,tavg
xiangyang,1980/6/16,89,72,77
xiangyang,1980/6/17,84,71,76
xiangyang,1980/6/18,75,66,70
xiangyang,1980/6/19,77,65,69
xiangyang,1980/6/20,84,64,75
xiangyang,1980/6/21,84,72,76
xiangyang,1980/6/22,85,68,75
xiangyang,1980/6/23,79,69,74
xiangyang,1980/6/24,72,68,70
xiangyang,1980/6/25,80,68,74
xiangyang,1980/6/26,86,70,77
xiangyang,1980/6/27,87,73,79
xiangyang,1980/6/28,94,79,85
xiangyang,1980/6/29,96,78,87
xiangyang,1980/6/30,89,81,85
xiangyang,1980/7/1,86,76,81
xiangyang,1980/7/2,77,70,73
xiangyang,1980/7/3,74,71,72
xiangyang,1980/7/4,89,68,78
xiangyang,1980/7/5,86,74,79
xiangyang,1980/7/6,90,72,80
xiangyang,1980/7/7,85,75,80
xiangyang,1980/7/8,80,67,70
xiangyang,1980/7/9,80,69,75
xiangyang,1980/7/10,78,72,75
xiangyang,1980/7/11,81,70,74
xiangyang,1980/7/12,73,67,70
xiangyang,1980/7/13,84,67,74
xiangyang,1980/7/14,88,68,78
xiangyang,1980/7/15,88,71,79
xiangyang,1980/7/16,84,76,80
xiangyang,1980/7/17,81,73,77
xiangyang,1980/7/18,88,71,78
xiangyang,1980/7/19,82,73,76
xiangyang,1980/7/20,88,71,78
xiangyang,1980/7/21,88,71,79
xiangyang,1980/7/22,91,76,82
xiangyang,1980/7/23,96,78,86
xiangyang,1980/7/24,99,79,88
xiangyang,1980/7/25,98,80,87
xiangyang,1980/7/26,97,76,85
xiangyang,1980/7/27,96,78,87
xiangyang,1980/7/28,91,77,81
xiangyang,1980/7/29,80,74,77
xiangyang,1980/7/30,80,72,75
xiangyang,1980/7/31,79,74,75
xiangyang,1980/8/1,80,73,77
xiangyang,1980/8/2,85,75,78
xiangyang,1980/8/3,82,75,78
xiangyang,1980/8/4,80,72,76
xiangyang,1980/8/5,85,70,77
xiangyang,1980/8/6,86,68,77
xiangyang,1980/8/7,85,71,77
xiangyang,1980/8/8,89,73,80
xiangyang,1980/8/9,88,71,79
xiangyang,1980/8/10,86,74,79
xiangyang,1980/8/11,81,73,77
xiangyang,1980/8/12,88,73,78
xiangyang,1980/8/13,91,69,79
xiangyang,1980/8/14,90,72,78
